len of url,no of dots,security sensitive words,no of hyphens in dom,dir_len,no of subdir,domain len,domain token count,path token count,ip present,largest domain_tok_len,avg_dom_token_len,largest path token length,avg path token length,suspicious tld,len_of_file,total dots in file,total delims in file,len_of_argument,no_of_variables,len_of_largest_variable_val,max_no_of_argum_delims,create_age(months),expiry_age(months),update_age(days),zipcode,URL,Label
61,8,1,1,17,3,31,5,3,0,10,5.4,7,4.333333333,0,13,4,0,0,0,0,0,226,14,8,85016,http://secure.square.login-sesy.usa.cc/account/app/svc/login.html...,1
66,5,0,0,30,4,12,2,4,0,9,5.5,11,6.25,0,6,1,0,18,1,12,0,-1,-1,-1,-1,http://hjartholm.no/blog/wp-includes/js/bookmark/ii.php?rand=13inboxli...,1
34,3,0,1,1,0,23,3,0,0,16,7,0,0,0,10,1,0,0,0,0,0,-1,-1,-1,-1,http://last-warning6501.esy.es/indexx.htm,1
20,2,0,0,1,0,19,3,0,0,11,5.666666667,0,0,0,0,0,0,0,0,0,0,189,63,339,400021,http://www.kashmirlive.com/,0
66,5,1,0,35,4,22,3,4,0,14,6.666666667,12,7.5,0,9,3,0,0,0,0,0,28,8,143,-1,http://www.razeconsulting.com/sites/kenaa/Confirmation/security/webscr...,1
19,2,0,0,1,0,18,3,0,0,10,5.333333333,0,0,0,0,0,0,0,0,0,0,213,3,294,-1,http://www.slidermath.com/,0
24,1,0,0,1,0,19,2,0,0,15,9,0,0,0,4,0,0,0,0,0,0,12,0,365,-1,http://apogeesourceinc.com/pdf5,1
44,6,0,1,6,1,15,3,1,0,6,4.333333333,4,4,0,12,1,0,11,1,6,0,151,5,227,44130,http://mail.aa-gmc.org/HMRC/profile.html?ssl=yes...,1
66,6,1,0,22,2,17,3,2,0,10,5,13,9.5,0,27,4,0,0,0,0,0,-1,-1,-1,-1,http://cavalheiro.eng.br/secure/bankofamerica/bankofamerica.securemail...,1
17,2,0,0,1,0,16,3,0,0,8,4.666666667,0,0,0,0,0,0,0,0,0,0,159,9,85,201301,http://www.hsngroup.com/,0
66,5,1,1,34,3,18,2,3,0,14,8.5,17,10,0,14,3,0,0,0,0,0,237,3,275,-1,http://allstates-flag.com/.us/MemberSecuredPage/UserIDFull/ConfirmDeta...,1
45,5,0,0,20,2,14,2,2,0,10,6.5,10,8.5,0,11,4,0,0,0,0,0,11,1,345,98083,http://dondirecto.com/wp-content/upgrade/open.php...,1
17,2,0,0,1,0,16,3,0,0,8,4.666666667,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.broadway.com/,0
66,5,0,0,43,6,14,3,6,0,7,4,8,6,0,9,3,0,0,0,0,0,-1,-1,-1,-1,http://extampa.com.br/skin/frontend/default/blue/images/catalog/produc...,1
48,5,0,0,8,2,24,2,2,0,20,11.5,3,2.5,0,16,4,0,0,0,0,0,17,7,173,380007,http://mobilegamesourcecode.com/js/lib/secutity.html...,1
57,7,0,0,17,2,30,4,2,0,20,6.75,8,7,0,10,4,0,0,0,0,0,-1,-1,-1,-1,http://www.capricorncoldstorage.co.za/wp-admin/images/det.htm...,1
33,2,0,0,1,0,32,3,0,0,24,10,0,0,0,0,0,0,0,0,0,0,179,1,55,-1,http://www.successfulselfemployment.com/,0
25,3,0,0,1,0,11,3,0,0,3,3,0,0,0,13,1,0,0,0,0,0,249,75,740,21101301,http://gcc.gnu.org/readings.html,0
36,1,0,1,12,2,22,2,2,0,18,10.5,5,4.5,0,2,0,0,0,0,0,0,9,15,285,54200,http://gotmilkpharmacy-cc.com/admin/gdoc/es,1
20,2,0,0,1,0,19,3,0,0,11,5.666666667,0,0,0,0,0,0,0,0,0,0,188,4,717,22942,http://www.shoplondons.com/,0
66,5,0,0,43,5,20,3,5,0,8,6,9,7.4,0,3,3,0,0,0,0,0,40,8,135,98083,http://phoenix.nootheme.com/libraries/joomla/filter/wrapper/827392642/...,1
66,5,0,0,8,2,19,3,2,0,12,5.666666667,3,2.5,0,39,3,0,0,0,0,0,-1,-1,-1,-1,http://cityofdreams.com.ua/tmp/pa/izrsuqnuv0pq3gny3ebutys00a5whcjnaj3r...,1
47,5,0,0,16,3,28,3,3,0,20,8.666666667,4,4,0,3,3,0,0,0,0,0,13,-1,21,-1,http://www.audiolibrosvenezuela.com/Home/home/auth/...,1
31,2,0,0,9,2,22,3,2,0,14,6.666666667,4,3,0,0,0,0,0,0,0,0,7,5,187,-1,http://www.travelcaredesk.com/code/GD/,1
35,3,0,0,13,2,22,4,2,0,11,4.75,7,5,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.sumidasushi.com.br/pdf/Archive/,1
66,4,0,0,48,6,12,2,6,0,8,5.5,17,6.833333333,0,6,3,0,0,0,0,0,20,4,619,-1,http://gosgmart.com/image/catalog/demo/product/-/direction-general/red...,1
26,2,0,0,11,1,15,3,1,0,6,4.333333333,9,9,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://code.google.com/appengine/,0
15,2,0,0,1,0,14,3,0,0,6,4,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://sigart.acm.org/,0
56,9,1,0,17,3,26,6,3,0,6,3.5,7,4.333333333,0,13,4,0,0,0,0,0,226,14,8,85016,http://hiroba.dqx.jp.ixcel.usa.cc/account/app/svc/login.html...,1
36,3,1,0,16,1,11,2,1,0,7,5,14,14,0,9,1,0,0,0,0,0,3,9,67,84332,http://csprico.net/Online.Service/login.php,1
21,1,0,0,10,2,11,2,2,0,7,5,4,3.5,0,0,0,0,0,0,0,0,202,14,297,13,http://mathaba.net/gci/gc27/,0
37,4,0,0,9,2,17,4,2,0,6,3.5,4,3,0,11,1,0,0,0,0,0,-1,-1,-1,-1,http://gee.cs.oswego.edu/dl/html/malloc.html,0
49,5,0,0,31,3,15,3,3,0,8,4.333333333,11,9,0,3,3,0,0,0,0,0,-1,-1,-1,-1,http://agfactor.com.au/wp-includes/wells/editedwells/...,1
37,2,0,0,21,2,13,3,2,0,7,3.666666667,14,9,0,3,0,0,0,0,0,0,-1,-1,-1,-1,http://ganiinc.co.za/abdominsubommc/drop/wdd,1
17,2,0,0,1,0,16,3,0,0,8,4.666666667,0,0,0,0,0,0,0,0,0,0,207,9,1138,-1,http://www.fameyang.com/,0
66,7,0,0,16,1,11,2,1,0,7,5,14,14,0,11,1,0,21,1,0,0,109,11,36,75006,http://paynbuy.net/sign_in_survey/loading.php?.randinboxlight.aspx?n74...,1
66,6,0,1,18,1,19,3,1,0,11,5.666666667,16,16,0,12,1,0,17,2,0,0,144,12,368,-1,http://www.process-max.com/opasdio89ghh3gfw/cofirmuk.php?personal-uk&a...,1
21,2,0,0,1,0,20,3,0,0,12,6,0,0,0,0,0,0,0,0,0,0,130,74,61,-1,http://www.dripcoffeeco.com/,0
20,2,0,0,1,0,19,3,0,0,11,5.666666667,0,0,0,0,0,0,0,0,0,0,182,70,1165,110045,http://www.sainiestate.com/,0
17,3,0,0,1,0,16,4,0,0,5,3.25,0,0,0,0,0,0,0,0,0,0,-1,12,-1,110001,http://www.usief.org.in/,0
15,2,0,0,1,0,10,3,0,0,3,2.666666667,0,0,0,4,0,0,0,0,0,0,-1,-1,-1,-1,http://www.soo.gd/fYCl,1
65,5,0,0,37,7,23,3,7,0,11,7,9,4.142857143,0,5,3,0,0,0,0,0,55,41,590,34275,https://server1.askexplorer.com/~askadmin/shop/app/code/pp/mi/index/33...,1
30,3,1,0,1,0,12,3,0,0,6,3.333333333,0,0,0,17,1,0,0,0,0,0,-1,-1,-1,-1,http://notifi.at.ua/confirmation.html,1
22,2,0,0,5,1,8,2,1,0,5,3.5,3,3,0,9,1,0,0,0,0,0,12,12,1024,-1,http://anwia.pl/aol/index.htm,1
24,2,0,0,1,0,23,3,0,0,15,7,0,0,0,0,0,0,0,0,0,0,171,9,373,-1,http://www.deccanchronicle.com/,0
26,2,0,0,1,0,25,3,0,0,17,7.666666667,0,0,0,0,0,0,0,0,0,0,200,4,6080,11725,http://www.cardboardmemories.com/,0
18,2,0,0,1,0,17,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,204,0,81,-1,http://www.tcbsupply.com/,0
24,2,0,0,1,0,23,3,0,0,15,7,0,0,0,0,0,0,0,0,0,0,170,10,467,-1,http://www.woodfireroasted.com/,0
32,1,0,0,8,1,19,2,1,0,15,9,6,6,0,5,0,0,0,0,0,0,30,17,206,-1,http://proyectoomnibus.com/nowlog/melon,1
19,2,1,0,1,0,18,3,0,0,11,5.333333333,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,51149,http://www.linuxsecure.de/,0
26,2,0,0,1,0,25,3,0,0,17,7.666666667,0,0,0,0,0,0,0,0,0,0,101,19,1251,-1,http://www.hindustanfootball.com/,0
25,2,0,0,1,0,24,3,0,0,16,7.333333333,0,0,0,0,0,0,0,0,0,0,197,7,372,-1,http://www.naturesbestsoaps.com/,0
27,5,0,0,1,0,26,6,0,0,6,3.5,0,0,0,0,0,0,0,0,0,0,226,14,8,85016,http://hiroba.dqx.jp.iocel.usa.cc/,1
66,5,0,0,9,1,27,3,1,0,20,8.333333333,7,7,0,30,3,0,0,0,0,0,70,2,313,-1,http://gz.airplanepilotlessons.com/SUCCESS/827ae2814503c1496114ca164bb...,1
48,4,0,0,15,2,24,2,2,0,21,11.5,7,6,1,9,3,0,0,0,0,0,-1,-1,-1,-1,https://resolutionservicehelp.gq/webapps/5f344/websrc...,1
16,2,0,0,1,0,15,3,0,0,7,4.333333333,0,0,0,0,0,0,0,0,0,0,214,14,410,-1,http://www.calerga.com/,0
26,2,0,0,12,1,10,3,1,0,3,2.666666667,10,10,0,4,0,0,0,0,0,0,-1,-1,-1,-1,http://woj.com.br/craftcheck/page,1
45,6,0,0,11,1,22,3,1,0,14,6.666666667,9,9,0,12,4,0,0,0,0,0,8,40,0,431,http://www.777classifieds.com/templates/olaa.html...,1
66,6,0,0,18,2,14,2,2,0,10,6.5,8,7.5,0,10,1,0,24,1,16,0,89,6,167,-1,http://kyliebates.com/log.usr/products/viewer.php?userid=abuse@belemba...,1
66,6,0,0,13,1,31,4,1,0,12,7,11,11,0,22,3,0,0,0,0,0,8,4,257,-1,http://capitalone.com.tripetcetera.com/capitalreal/9b9c283c44bd521d154...,1
66,6,0,0,1,0,20,3,0,0,13,6,0,0,0,45,4,6,0,0,0,0,-1,-1,-1,-1,http://deutschstunde.com.au/usaa.com-inet-ent-logoff-Logoff-detour-sta...,1
55,8,0,0,35,4,17,3,4,0,9,5,21,7.5,0,3,3,0,0,0,0,0,167,1,345,-1,http://www.valleygun.com/tmp/https://www2.Santander.com.br/...,1
25,3,0,0,8,2,17,4,2,0,6,3.5,3,2.5,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.decsol.com.ar/wp/new/,1
24,2,0,0,1,0,13,2,0,0,9,6,0,0,0,10,1,0,0,0,0,0,37,11,972,92821,http://handasapc.com/htd12.html,1
19,2,0,0,1,0,18,3,0,0,10,5.333333333,0,0,0,0,0,0,0,0,0,0,244,44,535,-1,http://www.bigelowtea.com/,0
66,5,0,0,33,4,26,3,4,0,19,8,9,7,0,7,3,0,0,0,0,0,-1,-1,-1,-1,http://www.waynespearselectric.ca/frains/distances/couples/photos/logi...,1
56,5,1,0,29,2,15,2,2,0,11,7,20,13,0,12,4,0,0,0,0,0,144,0,12,700091,http://sayantancon.com/signin/BA114MEE23B9C2CM268B/login.php...,1
18,2,0,0,1,0,17,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,126,114,174,-1,http://www.numbernut.com/,0
24,2,0,0,1,0,23,3,0,0,12,7,0,0,0,0,0,0,0,0,0,0,262,1,269,-1,http://billywright0.tripod.com/,0
22,2,0,0,1,0,21,3,0,0,13,6.333333333,0,0,0,0,0,0,0,0,0,0,121,11,40,-1,http://www.indiatwenty20.com/,0
36,2,0,0,6,1,24,3,1,0,10,7.333333333,4,4,0,6,0,0,0,0,0,0,-1,-1,-1,-1,http://damanitony.heliohost.org/drop/Fields,1
47,6,0,0,22,4,22,4,4,0,11,4.75,6,4.25,0,3,3,0,0,0,0,0,-1,-1,-1,-1,http://www.visionfeast.com.br/images/_notes/db/box/...,1
63,5,0,0,43,2,17,3,2,0,9,5,32,20,0,3,3,0,0,0,0,0,105,3,286,-1,http://www.ippnstaff.com/document/f6c79e84aa0bf79e9d79210a9f53ac5e/...,1
43,2,0,0,6,1,16,3,1,0,9,4.666666667,4,4,0,21,0,1,0,0,0,0,187,77,245,94105,http://en.wikipedia.org/wiki/Hillsborough_disaster,0
27,3,0,2,1,0,26,4,0,0,11,5.75,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://cisti-icist.nrc-cnrc.gc.ca/,0
32,2,0,0,1,0,31,3,0,0,23,9.666666667,0,0,0,0,0,0,0,0,0,0,163,5,213,-1,http://www.coolbeanscoffeeroasters.com/,0
30,2,0,0,14,2,16,3,2,0,9,4.666666667,8,5.5,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://aptonline.com.au/wp-admin/css/,1
20,2,0,0,1,0,19,3,0,0,12,5.666666667,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.ambergallery.lt/,0
66,5,1,0,8,1,16,3,1,0,9,4.666666667,6,6,0,42,3,0,0,0,0,0,-1,8,-1,-1,http://www.sparkdeal.in/secure/5kqdyiues5yphfb3fz7ptsyhpddc7uc34s7t1ry...,1
66,4,0,0,42,2,21,2,2,0,17,10,32,19.5,0,3,3,0,0,0,0,0,81,15,2,-1,http://goodtimebeverages.com/welcome/d659ede556a106db94972d7e84249f69/...,1
62,5,0,0,16,2,17,2,2,0,13,8,11,6.5,0,29,4,1,0,0,0,0,39,9,81,-1,http://sandwiponline.com/lo/Hotmail-New/Verification%20Set-up.html...,1
25,2,0,0,13,1,12,3,1,0,4,3.333333333,11,11,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.osti.gov/energyfiles/,0
40,2,0,1,20,1,20,2,1,0,17,9.5,18,18,0,0,0,0,0,0,0,0,104,-1,-115,-1,http://pagesperso-orange.fr/jean-pierre.moreau/,0
51,5,1,2,15,2,27,3,2,0,20,8.333333333,7,6,0,9,3,0,0,0,0,0,-1,-1,-1,-1,http://www.inc-service-accounts.ml/webapps/11c75/websrc...,1
26,3,0,0,7,1,12,4,1,1,3,2.25,5,5,0,7,0,1,0,0,0,0,-1,-1,-1,-1,http://45.32.244.24/users/sign_in,1
46,6,1,1,1,0,20,3,0,0,14,6,0,0,0,25,4,1,0,0,0,0,-1,-1,-1,-1,http://pagefb-confirm.at.ua/confirmation-page.html...,1
12,2,0,0,1,0,11,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.eia.gov/,0
66,4,0,1,29,2,24,2,2,0,21,11.5,17,13,0,13,3,0,0,0,0,0,-1,-1,-1,76135,http://computerservice-filip.de/plaintext/00000198640aab305/000001985b...,1
48,7,0,0,15,2,26,4,2,0,15,5.75,7,6,0,7,3,0,0,0,0,0,-1,-1,-1,-1,http://www.lamarcerimonial.com.br/flores./share/2015...,1
66,7,0,0,0,0,66,5,0,0,30,11.8,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.ingdirect.it.h5ehlr3iwikcu6ogultcpwuzs8k2el.ylg4sklbxul1ehf...,1
66,5,0,0,12,3,27,3,3,0,19,8.333333333,3,2.666666667,0,27,3,1,0,0,0,0,26,10,46,700013,http://www.dankunimunicipality.com/web/us/log/USAA%20_%20Welcome%20to%...,1
66,5,0,1,10,1,27,3,1,0,19,8.333333333,8,8,0,29,3,0,0,0,0,0,20,4,218,54440,http://www.stanislawkruk-stach.com/FreeMobs/b2d83d276d5628b24dedef3a99...,1
25,2,0,0,1,0,24,3,0,0,16,7.333333333,0,0,0,0,0,0,0,0,0,0,163,5,234,13753,http://www.ilovechickenpoop.com/,0
37,2,0,0,23,4,14,3,4,0,6,4,8,4.5,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.google.com/apps/intl/en/business/,0
66,6,0,0,23,3,29,4,3,0,18,6.5,14,6.333333333,0,14,3,0,0,0,0,0,-1,-1,-1,-1,http://www.dinastiaacessorios.com.br/js/lib/x0drwxr-xr-x0x/adf5f2b198a...,1
66,4,0,0,24,4,15,2,4,0,11,7,8,4.75,0,27,3,0,0,0,0,0,137,7,26,-1,http://garagefilms.net/wp-admin/js/rocky/wild/298871013d91e823f4c9c832...,1
15,2,0,0,1,0,14,3,0,0,6,4,0,0,0,0,0,0,0,0,0,0,149,7,186,-1,http://www.reuser.biz/,0
45,5,0,1,24,4,9,2,4,0,6,4,7,4.75,0,12,4,0,0,0,0,0,46,2,-1,-1,http://a-fire.ru/pma/pmd/styles/alibaba/index.php...,1
25,1,0,0,6,1,12,2,1,0,8,5.5,4,4,0,7,0,0,0,0,0,0,12,12,27,-1,http://buzzooks.com/mail/dropbox,1
58,4,0,0,5,1,18,2,1,0,14,8.5,3,3,0,35,3,0,0,0,0,0,75,9,65,-1,http://ijewelleryshop.com/imp/01b3289f583ddbee094c38310c750b23...,1
27,4,0,0,1,0,16,4,0,0,5,3.25,0,0,0,10,1,0,0,0,0,0,-1,-1,-1,-1,http://plato.la.asu.edu/guide.html,0
61,10,0,0,6,1,43,7,1,0,15,5.285714286,4,4,0,12,4,0,0,0,0,0,55,5,211,-1,http://usaa.com.inet.ent.logon.intersurfcables.com/Usaa/index.php...,1
66,7,1,0,24,2,19,3,2,0,12,5.666666667,17,10.5,0,23,3,0,0,0,0,0,-1,3,-1,-1,http://los4acuerdos.com.mx/SEMS/new.admin.account/fcb3ac36d42bb3f02ca8...,1
66,4,0,0,28,3,23,2,3,0,19,11,11,8,0,15,3,0,0,0,0,0,109,11,33,-1,http://heathervictoriaheld.com/wp-includes/SimplePie/Data/011bec6d2e27...,1
21,3,0,0,1,0,20,4,0,0,10,4.25,0,0,0,0,0,0,0,0,0,0,-1,18,172,-1,http://www.theatrenet.co.uk/,0
66,4,0,0,26,3,33,2,3,0,29,16,13,7.333333333,0,7,3,0,0,0,0,0,97,23,46,268,http://cashelnationalschoolcentenary.com/cs2/administrator/images/drop...,1
33,4,0,2,1,0,32,5,0,0,11,5.6,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www-history.mcs.st-andrews.ac.uk/,0
72,4,0,0,9,1,13,3,1,0,6,3.666666667,7,7,0,25,2,2,25,2,6,0,301,119,20,100012603,http://hosted.ap.org/lineups/BUSINESSHEADS-rss_2.0.xml?SITE=RANDOM&SECTION=HOME,0
66,5,0,1,30,6,22,3,6,0,15,6.666666667,5,3.833333333,0,14,3,0,0,0,0,0,-1,-1,-1,-1,http://www.zum-dorfbrunnen.nl/js/flish/xtml/html/css/https/voscomptese...,1
66,4,0,0,7,1,21,2,1,0,17,10,5,5,0,38,3,0,0,0,0,0,185,19,544,429,http://randyelvisfriskie.com/audio/07d1f515407d1f51546102kj8766Cc65394...,1
35,2,0,0,9,1,22,3,1,0,15,6.666666667,7,7,0,4,0,0,0,0,0,0,-1,-1,-1,-1,http://valgasjoinville.com.br/newdrop/dpbx,1
28,2,0,1,1,0,27,3,0,0,19,8.333333333,0,0,0,0,0,0,0,0,0,0,250,50,277,-1,http://www.mendocino-chocolate.com/,0
48,3,0,0,20,4,15,3,4,0,8,4.333333333,7,3.75,0,13,1,1,0,0,0,0,-1,-1,-1,-1,http://oi.uchicago.edu/OI/DEPT/RA/RECREAD/REC_READ.html,0
63,4,0,0,15,1,13,2,1,0,9,6,13,13,0,35,3,0,0,0,0,0,120,96,404,-1,http://texstarpt.com/capitalone360/1828f3018f587120ac5361a9c61e67e5...,1
46,3,0,0,11,1,20,3,1,0,12,6,9,9,0,15,1,0,0,0,0,0,232,116,128,78281331,http://www.softpanorama.org/Bookshelf/compilers.shtml,0
24,2,0,0,1,0,23,3,0,0,12,7,0,0,0,0,0,0,0,0,0,0,263,1,269,-1,http://kkreations_0.tripod.com/,0
17,2,0,0,1,0,16,3,0,0,8,4.666666667,0,0,0,0,0,0,0,0,0,0,195,9,333,95664,http://www.rfreitas.com/,0
65,7,0,0,36,3,23,3,3,0,9,7,20,10.66666667,0,6,3,0,0,0,0,0,166,98,395,77092,https://gator2013.hostgator.com/~sefinfo/zimbra.mobilefree.fr/mail/zim...,1
25,3,0,0,1,0,18,4,0,0,8,3.75,0,0,0,6,0,0,0,0,0,0,-1,-1,-1,-1,http://58.192.78.230:8081/itunes,1
50,6,1,0,6,1,29,3,1,0,22,9,4,4,0,11,1,0,4,1,0,0,-1,-1,-1,-1,http://silveirapiresadvogados.com.br/test/confirm.php?...,1
58,7,1,0,25,3,17,3,3,0,9,5,8,7,0,16,5,0,0,0,0,0,13,23,14,-1,http://www.rafoiluae.com/uploads/Products/folder/login.jsp.htm...,1
66,5,1,1,36,7,23,2,7,0,19,11,7,4,0,7,3,0,0,0,0,0,3,9,85,-1,http://mabanque-bnpparibas.net/~ameli/login/amli.fr/free/sm/oo/ve/Port...,1
27,2,0,0,1,0,26,3,0,0,18,8,0,0,0,0,0,0,0,0,0,0,181,11,38,110020,http://www.indiaeducationstat.com/,0
23,1,0,0,11,1,12,2,1,0,8,5.5,9,9,0,0,0,0,0,0,0,0,3,9,83,-1,http://fasonery.net/machine17/,1
42,5,0,2,1,0,38,3,0,0,28,12,0,0,0,3,3,0,0,0,0,0,35,1,347,-1,http://veritycation-repair-shopping.fulba.com/...,1
33,3,0,1,11,2,22,4,2,0,12,4.75,4,4,0,0,0,0,0,0,0,0,2,10,73,-1,http://www.panda-legacy.co.uk/post/intl/,1
20,2,0,0,1,0,19,3,0,0,11,5.666666667,0,0,0,0,0,0,0,0,0,0,219,33,914,-1,http://www.jimpattison.com/,0
41,3,0,0,21,3,13,3,3,0,5,3.666666667,6,5.666666667,0,7,1,0,0,0,0,0,257,7,487,-1,http://www.inwap.com/pdp10/hbaker/hakmem/cf.html,0
24,2,0,0,1,0,23,3,0,0,15,7,0,0,0,0,0,0,0,0,0,0,180,12,11,631,http://www.thecommonreview.org/,0
21,2,0,0,1,0,13,3,0,0,5,3.666666667,0,0,0,7,0,0,0,0,0,0,198,18,315,3010,http://www.buyya.com/cluster,0
18,2,0,0,1,0,17,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,162,6,182,-1,http://www.sevencups.com/,0
29,2,0,0,1,0,28,3,0,0,20,8.666666667,0,0,0,0,0,0,0,0,0,0,26,10,62,-1,http://www.damicocoffeeroasters.com/,0
53,5,1,0,27,2,14,2,2,0,11,6.5,12,12,0,12,4,0,0,0,0,0,-1,-1,-1,-1,http://joonubmusic.ir/file-secured/secured-file/index.php...,1
66,13,1,1,0,0,66,11,0,0,7,4.818181818,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://appleid.apple.net.cgi-key.confirm.eu.web.cmd.myapple.webscmd.ap...,1
25,2,0,0,1,0,24,3,0,0,16,7.333333333,0,0,0,0,0,0,0,0,0,0,104,4,243,-1,http://www.madridgalacticos.com/,0
28,2,0,0,1,0,27,3,0,0,19,8.333333333,0,0,0,0,0,0,0,0,0,0,39,9,471,-1,http://www.halftonebodyjewelry.com/,0
14,2,0,0,1,0,13,3,0,0,5,3.666666667,0,0,0,0,0,0,0,0,0,0,243,9,150,-1,http://www.edact.com/,0
27,2,0,0,12,1,15,3,1,0,7,4.333333333,10,10,0,0,0,0,0,0,0,0,262,38,655,10019,http://www.cbsnews.com/moneywatch/,0
23,2,0,0,1,0,22,3,0,0,14,6.666666667,0,0,0,0,0,0,0,0,0,0,197,7,228,-1,http://www.organicjewelry.com/,0
66,5,0,0,16,2,21,2,2,0,17,10,10,6.5,0,11,1,0,18,1,0,0,9,3,264,-1,http://eleganciaholidays.com/css/wellsfargo/comfirm.htm?EsetProtoscanC...,1
23,2,0,0,1,0,22,3,0,0,14,6.666666667,0,0,0,0,0,0,0,0,0,0,202,2,304,110019,http://www.abortioncentre.com/,0
12,2,0,0,1,0,11,3,0,0,4,3,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.prio.no/,0
21,2,0,0,1,0,20,3,0,0,12,6,0,0,0,0,0,0,0,0,0,0,208,20,38,-1,http://www.florislondon.com/,0
23,2,0,0,1,0,22,3,0,0,14,6.666666667,0,0,0,0,0,0,0,0,0,0,172,8,111,110003,http://www.ahujaresidency.com/,0
8,1,0,0,1,0,7,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,231,9,128,21,http://hmv.com/,0
17,2,0,0,1,0,16,3,0,0,9,4.666666667,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.skarosser.se/,0
47,4,0,2,10,1,26,4,1,0,15,5.75,8,8,0,11,1,0,0,0,0,0,-1,-1,-1,-1,http://www.slf.ruhr-uni-bochum.de/learning/tanbib.html,0
43,5,0,0,13,2,17,2,2,0,13,8,5,5,0,13,4,0,0,0,0,0,3,9,103,14572,http://hotdealsplace.com/db222/db222/index.html...,1
66,5,0,0,25,4,10,3,4,0,3,2.666666667,9,5,0,31,3,0,0,0,0,0,148,8,156,-1,http://www.ilc.pl/ep/documents/document/0/2b9c6ef59b2980b3e2340ad406d0...,1
24,4,0,0,5,1,19,5,1,0,5,3,3,3,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.maths.gla.ac.uk/~ca/,0
42,6,0,0,8,1,23,3,1,0,9,7,6,6,0,11,4,0,0,0,0,0,197,7,333,33131,http://nicemusic.longmusic.com/123kid/left.htm...,1
18,1,0,0,1,0,17,2,0,0,13,8,0,0,0,0,0,0,0,0,0,0,126,66,979,-1,http://luckmancoffee.com/,0
17,1,0,0,1,0,16,2,0,0,12,7.5,0,0,0,0,0,0,0,0,0,0,53,7,159,84097,http://redmancunian.com/,0
33,2,0,0,16,1,13,3,1,0,7,3.666666667,14,14,0,4,0,0,0,0,0,0,-1,-1,-1,-1,http://ganiinc.co.za/abdominsubommc/drop,1
27,3,0,0,1,0,26,4,0,0,16,5.75,0,0,0,0,0,0,0,0,0,0,193,34,178,-1,http://www.schooltechnician.co.uk/,0
35,4,1,0,10,2,16,4,2,0,7,3.25,5,3.5,0,9,1,0,0,0,0,0,-1,-1,-1,-1,http://mx.mehirim.co.il/nl/login/index.php,1
32,3,1,0,1,0,22,3,0,0,12,6.666666667,0,0,0,9,1,0,0,0,0,0,145,11,43,-1,http://maripsangebo.comli.com/Login.htm,1
21,2,0,0,1,0,20,3,0,0,12,6,0,0,0,0,0,0,0,0,0,0,200,4,245,-1,http://www.montywhitley.com/,0
62,8,1,0,29,2,20,3,2,0,13,6,19,13,0,13,4,0,0,0,0,0,-1,-1,-1,-1,http://avancoservico.com.br/smokkks/www.usaa-signon.com/login.html...,1
23,3,0,0,12,3,11,4,3,1,3,2,4,2.666666667,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://46.4.34.205/velo/tmp/v/,1
35,1,0,0,1,0,24,2,0,0,20,11.5,0,0,0,10,0,0,0,0,0,0,198,6,82,-1,http://stowefamilydentistry.com/bestwellss,1
66,5,0,0,32,4,26,3,4,0,18,8,10,6.75,0,8,3,0,0,0,0,0,14,9,80,-1,http://www.importationcollege.com/store/wp-content/uploads/kuzuk/kenta...,1
38,2,0,0,19,1,19,3,1,0,11,5.666666667,17,17,0,0,0,0,0,0,0,0,210,18,216,-1,http://www.vietnamhost.com/huongviet_service/,0
66,5,0,0,30,3,27,3,3,0,21,8.333333333,11,8.666666667,0,9,3,0,0,0,0,0,45,3,220,-1,http://globepropertyservices.co.uk/components/com_banners/excel/0f062e...,1
66,5,0,0,8,2,19,3,2,0,12,5.666666667,3,2.5,0,39,3,0,0,0,0,0,-1,-1,-1,-1,http://cityofdreams.com.ua/tmp/pa/izrsuqnuv0pq3gny3ebutys00a5whcjnaj3r...,1
